stitle,accn,manually_added
"Suid alphaherpesvirus 1 strain GD0304, complete genome",MH582511,FALSE
"Suid alphaherpesvirus 1 isolate HLJ-2013, complete genome",MK080279,FALSE
"Suid alphaherpesvirus 1 RC1 DNA, complete genome",LC342744,FALSE
"Suid alphaherpesvirus 1 strain PRV-MdBio genome assembly, complete genome: monopartite",LT934125,FALSE
"Transmissible gastroenteritis virus strain H16, complete genome",FJ755618,FALSE
"Transmissible gastroenteritis virus strain attenuated H, complete genome",EU074218,FALSE
"Transmissible gastroenteritis virus strain TGEV AHHF, complete genome",KX499468,FALSE
"Deformed wing virus isolate Maryland/2015/304, complete genome",MG831200,FALSE
"Deformed wing virus isolate Maryland/2015/703, complete genome",MG831204,FALSE
"UNVERIFIED: Bat circovirus isolate Sardinia BatACV, complete genome",MN928506,FALSE
"Bat circovirus isolate Acheng3, complete genome",KX756988,FALSE
